P conc. (mg/kg),K conc. (mg/kg),Chlorophyll-a,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
3620.0,58360.0,44.0,1.5651,1.5643,1.5615,1.5561,1.5481,1.5356,1.5195,1.5027,1.4976,1.496,1.4912,1.4747,1.4511,1.4292,1.4131,1.402,1.3943,1.3871,1.3772,1.3625,1.348,1.3323,1.3085,1.2915,1.2819,1.2793,1.2773,1.2713,1.2595,1.2407,1.2168,1.1976,1.1819,1.1581,1.1531,1.1426,1.1179,1.1048,1.1051,1.106,1.0961,1.0926,1.0865,1.0803,1.0809,1.074,1.0767,1.0856,1.0804,1.084,1.0874,1.0904,1.1047,1.1118,1.1197,1.1349,1.1542,1.1832,1.219,1.2568,1.2801,1.3161,1.3666,1.4318,1.5125,1.6104,1.7162,1.8194,1.9598,2.1283,2.3111,2.4954,2.7105,2.9449,3.1821,3.4108,3.6953,3.9933,4.287,4.5731,4.9088,5.2513,5.603,5.9765,6.3278,6.7309,7.1935,7.698,8.2176,8.6807,9.0706,9.4139,9.8046,10.364,11.0147,11.6487,12.1596,12.6589,13.2157,13.8423,14.495,15.1475,15.7564,16.357,17.0168,17.795,18.5566,19.2838,19.9765,20.6313,21.2801,21.9,22.4852,23.0488,23.6152,24.1987,24.7818,25.3399,25.8984,26.4303,26.9438,27.4282,27.84,28.2061,28.5587,28.9031,29.2369,29.5421,30.1522,31.3443,32.8338
3506.0,51290.0,42.1,1.6044,1.5982,1.5947,1.593,1.5906,1.58,1.5659,1.5513,1.5369,1.5236,1.5106,1.4961,1.476,1.4572,1.4424,1.4298,1.413,1.3948,1.3788,1.3658,1.347,1.3245,1.31,1.2963,1.2857,1.2793,1.2773,1.264,1.2408,1.2121,1.2023,1.1893,1.1707,1.1584,1.1485,1.1319,1.1086,1.1032,1.0944,1.0813,1.0663,1.0668,1.0621,1.0538,1.0505,1.0453,1.0467,1.0514,1.0458,1.0522,1.0625,1.072,1.079,1.0928,1.111,1.1318,1.162,1.189,1.2213,1.2676,1.3094,1.3581,1.4239,1.5146,1.6049,1.7142,1.841,1.9787,2.1524,2.3524,2.5648,2.7783,3.0272,3.303,3.5939,3.8908,4.2357,4.5884,4.9364,5.2815,5.6648,6.0666,6.4878,6.9313,7.3523,7.8142,8.321,8.8546,9.3892,9.8909,10.3657,10.8491,11.4196,12.1525,12.9512,13.6953,14.2714,14.8792,15.588,16.3911,17.2103,18.0403,18.8395,19.6516,20.5457,21.5328,22.4834,23.3669,24.1905,25.012,25.845,26.6656,27.4592,28.2229,28.9805,29.7295,30.4525,31.1322,31.8011,32.4326,33.0478,33.636,34.1278,34.5875,35.0225,35.4416,35.8504,36.2072,36.7592,37.8583,39.2158
3036.0,51420.0,39.4,3.737,3.7334,3.723,3.7067,3.6916,3.6709,3.6444,3.6125,3.5776,3.542,3.5049,3.4641,3.4116,3.3589,3.3095,3.257,3.2034,3.1501,3.0981,3.0406,2.9732,2.9069,2.8683,2.8324,2.7991,2.7689,2.7465,2.7187,2.6775,2.6185,2.5664,2.5173,2.4738,2.4421,2.3958,2.3481,2.3064,2.2665,2.2315,2.1994,2.1689,2.145,2.1297,2.1186,2.1035,2.0947,2.0917,2.0953,2.1065,2.111,2.1261,2.1516,2.1649,2.1894,2.2235,2.2677,2.3448,2.4221,2.5144,2.6398,2.7804,2.9487,3.1616,3.4346,3.7316,4.1024,4.5261,4.9645,5.4933,6.0821,6.6914,7.2905,7.9786,8.722,9.4745,10.1997,11.0127,11.8502,12.6769,13.4783,14.3421,15.2207,16.1092,17.0102,17.8637,18.7594,19.6704,20.5403,21.3868,22.1564,22.9568,23.8809,24.9184,26.1589,27.4585,28.6722,29.7424,30.8261,31.9777,33.1792,34.3469,35.5843,36.8614,38.1912,39.591,41.0192,42.3638,43.6042,44.7586,45.8981,47.0312,48.1191,49.1597,50.1873,51.1821,52.1531,53.0761,53.9247,54.7483,55.499,56.2184,56.9054,57.4694,58.0075,58.5069,58.9669,59.3962,59.8196,60.412,61.3999,62.4915
4576.0,43325.0,47.9,2.956,2.9571,2.9591,2.9592,2.9514,2.9428,2.9305,2.9138,2.8981,2.8807,2.8643,2.8536,2.8402,2.8252,2.8101,2.7967,2.7818,2.7649,2.746,2.7299,2.7126,2.6933,2.6725,2.659,2.6549,2.6583,2.6526,2.6376,2.6154,2.5891,2.5651,2.5479,2.5358,2.5213,2.5041,2.4873,2.4724,2.4555,2.4423,2.4313,2.4216,2.4218,2.4177,2.4095,2.4016,2.4056,2.4145,2.4229,2.4243,2.4368,2.454,2.4697,2.475,2.4904,2.5093,2.5302,2.586,2.6347,2.6843,2.746,2.8045,2.8808,2.9794,3.1012,3.2241,3.3665,3.5289,3.7061,3.9066,4.1256,4.3482,4.5617,4.8082,5.0704,5.3306,5.5765,5.8529,6.1334,6.4079,6.6753,6.9681,7.259,7.5487,7.8442,8.1201,8.4019,8.6796,8.9332,9.1512,9.364,9.6149,9.9281,10.281,10.6523,11.0132,11.344,11.6534,11.9562,12.2793,12.6193,12.9443,13.2908,13.6679,14.075,14.4993,14.8851,15.2336,15.5547,15.8592,16.1535,16.4368,16.7117,16.9844,17.2638,17.5448,17.8081,18.0563,18.2968,18.5085,18.7054,18.8923,19.066,19.2151,19.363,19.5068,19.6378,19.7492,19.861,20.0429,20.2102,20.243
4012.0,40245.0,48.6,2.2876,2.2835,2.2799,2.2765,2.2714,2.2631,2.2528,2.2409,2.2238,2.2007,2.1751,2.1529,2.1282,2.1041,2.0806,2.0529,2.0209,1.9893,1.9634,1.9482,1.9325,1.9155,1.9043,1.8951,1.8804,1.858,1.8403,1.8356,1.8342,1.8255,1.8047,1.7795,1.7557,1.7387,1.7266,1.7078,1.6808,1.6679,1.6528,1.6392,1.6314,1.6242,1.6213,1.6206,1.6174,1.6308,1.6358,1.6345,1.6501,1.6633,1.6742,1.6862,1.7079,1.7366,1.7681,1.7984,1.822,1.8741,1.9558,2.0616,2.1558,2.2558,2.3627,2.4791,2.6198,2.8071,3.0164,3.2088,3.3913,3.5775,3.777,3.9982,4.2763,4.5656,4.8355,5.0714,5.3453,5.6327,5.9117,6.1674,6.447,6.7344,7.0246,7.3113,7.5622,7.7389,7.8692,8.0149,8.2331,8.6804,9.3056,9.9566,10.3212,10.5541,10.8326,11.263,11.7333,12.1476,12.5488,12.9699,13.4325,14.0718,14.7013,15.2191,15.5802,15.8742,16.2632,16.6905,17.0988,17.513,17.9559,18.4082,18.8472,19.2483,19.6016,19.9293,20.2421,20.5436,20.8188,21.0761,21.3332,21.5951,21.8388,22.0648,22.2619,22.4385,22.5985,22.7095,22.3074,21.7835,21.6814
4619.0,40521.0,45.1,3.266,3.255,3.2459,3.2342,3.2147,3.2009,3.1847,3.1616,3.1339,3.1075,3.0814,3.0522,3.0058,2.957,2.9119,2.8661,2.8221,2.7767,2.7267,2.6645,2.6027,2.551,2.5183,2.4845,2.461,2.4515,2.441,2.4105,2.3612,2.2989,2.2667,2.242,2.2173,2.1919,2.1512,2.1164,2.0937,2.0529,2.0262,2.0047,1.9794,1.9709,1.9588,1.9469,1.947,1.9423,1.9461,1.9587,1.9706,1.9829,1.9986,2.0177,2.0352,2.0696,2.1092,2.1478,2.2085,2.2815,2.3581,2.4329,2.5171,2.6305,2.7878,2.999,3.218,3.4812,3.782,4.1047,4.5126,4.9732,5.4513,5.9192,6.4336,6.9813,7.5489,8.1273,8.7763,9.4538,10.1206,10.7525,11.4548,12.1726,12.8957,13.6275,14.3395,15.1298,16.0132,16.9535,17.8003,18.377,18.7445,19.0737,19.6697,20.7622,22.0626,23.2189,23.9345,24.6221,25.4207,26.342,27.2779,28.1752,29.025,29.9391,31.0622,32.4293,33.7601,34.9549,35.9998,37.0101,38.0161,38.9835,39.8993,40.7744,41.6419,42.5139,43.3641,44.162,44.9662,45.7231,46.4421,47.1019,47.6292,48.1087,48.5678,49.0152,49.4574,49.8731,50.8676,53.0175,55.6482
4514.0,45712.0,41.6,1.8104,1.8036,1.7961,1.7878,1.7787,1.7674,1.7507,1.7294,1.7173,1.7054,1.6925,1.6802,1.6556,1.6266,1.5979,1.5701,1.5492,1.5311,1.5106,1.4832,1.4494,1.4133,1.3837,1.3617,1.349,1.3448,1.3381,1.3253,1.3006,1.2603,1.2327,1.2146,1.2005,1.1788,1.1681,1.154,1.1305,1.1101,1.0929,1.0785,1.0663,1.0571,1.0489,1.0432,1.0426,1.036,1.0329,1.0346,1.0354,1.0454,1.055,1.063,1.0791,1.0914,1.1062,1.1287,1.1574,1.1979,1.2438,1.2889,1.3314,1.3914,1.4772,1.5943,1.725,1.8796,2.0516,2.2322,2.4704,2.7534,3.0597,3.3686,3.7168,4.0805,4.4497,4.8248,5.2728,5.7455,6.2129,6.6612,7.1633,7.6895,8.2341,8.7944,9.3278,9.9167,10.5885,11.3411,12.1071,12.7343,13.1906,13.5409,14.0026,14.7966,15.8375,16.9301,17.7407,18.4592,19.2305,20.093,20.9815,21.94,22.8414,23.7373,24.7471,25.953,27.1931,28.3517,29.3797,30.365,31.349,32.293,33.1954,34.094,34.9875,35.8755,36.7487,37.5924,38.3807,39.1413,39.8787,40.5615,41.1201,41.6294,42.1092,42.5771,43.0453,43.4711,44.1413,45.6387,47.736
5455.0,41235.0,45.6,1.7147,1.7132,1.7118,1.7087,1.7009,1.6955,1.6882,1.6768,1.6603,1.6473,1.6396,1.6376,1.6244,1.6057,1.5878,1.5809,1.5685,1.557,1.5529,1.5364,1.5147,1.4926,1.476,1.4708,1.4689,1.4667,1.4737,1.4633,1.4426,1.4219,1.4074,1.3984,1.392,1.3819,1.3716,1.3619,1.3534,1.344,1.337,1.3346,1.3377,1.3365,1.3347,1.3312,1.3231,1.3285,1.3351,1.3406,1.349,1.3519,1.3562,1.3658,1.3827,1.3881,1.3942,1.4109,1.4351,1.4709,1.5087,1.5388,1.5586,1.5946,1.6487,1.721,1.8125,1.925,2.0498,2.177,2.3436,2.5327,2.7334,2.9394,3.174,3.4245,3.6786,3.9288,4.2249,4.5307,4.8298,5.1189,5.4559,5.7999,6.1478,6.5062,6.8502,7.1994,7.5565,7.9201,8.2881,8.6512,9.0361,9.4614,9.9056,10.4472,11.0498,11.653,12.1777,12.7039,13.2666,13.8656,14.4674,15.1155,15.7969,16.5076,17.2419,17.9694,18.6658,19.3226,19.9444,20.5574,21.1844,21.8042,22.404,22.9813,23.5505,24.0941,24.6034,25.0768,25.5332,25.9518,26.3497,26.7296,27.0619,27.369,27.6652,27.9465,28.202,28.4306,28.6226,28.8619,29.079
4304.0,44213.0,42.6,2.4041,2.404,2.4039,2.4015,2.3948,2.3788,2.3573,2.3341,2.3148,2.3067,2.3006,2.2788,2.2566,2.2301,2.2013,2.18,2.1616,2.1421,2.1179,2.0911,2.0633,2.0365,2.0132,1.9886,1.9691,1.9591,1.9634,1.955,1.9298,1.8888,1.8598,1.8404,1.8246,1.7995,1.7831,1.7669,1.7473,1.7304,1.713,1.6978,1.6873,1.6797,1.6775,1.6781,1.6762,1.6748,1.6807,1.6926,1.701,1.7121,1.7288,1.7489,1.7633,1.7883,1.814,1.8372,1.8902,1.9459,2.0047,2.0681,2.1158,2.1885,2.2907,2.4228,2.5717,2.7534,2.9551,3.1586,3.4152,3.722,4.0566,4.3938,4.7735,5.174,5.5795,5.9825,6.4485,6.9412,7.429,7.8918,8.4127,8.9538,9.5071,10.0717,10.6208,11.2044,11.829,12.4884,13.1924,13.8886,14.5582,15.1977,15.8136,16.5674,17.4619,18.4289,19.2814,20.0873,20.93,21.8419,22.804,23.8631,24.9061,25.9339,26.9896,28.0835,29.1846,30.2506,31.2608,32.2473,33.2247,34.1701,35.0808,35.9747,36.8552,37.7079,38.5389,39.3554,40.1135,40.8295,41.5396,42.2281,42.7922,43.3262,43.8182,44.2801,44.7282,45.1429,45.5964,46.3039,47.2637
